,mapping_rate,reads,ERCC_content,MT_content,num_genes,pass_qc,day,cell_type,batch,bgplvm_2d_0,bgplvm_2d_1,pseudotime,assignment_prob_0,assignment_prob_1,branchtime,day_int,scaled_pseudotime
1771-030-012-C4,73.2012,3089156.0,809839.110792,30776.2842351,797,True,2,CD4+ T cell,030-012,1.18050943671,-1.6543615372,-0.23755238410938986,0.4858660215484813,0.5141339784515186,0.72,1,0.3079449764665231
1771-030-012-C6,71.6971,841673.0,788197.0473600002,68705.01736059999,942,True,2,CD4+ T cell,030-012,1.14761489769,-1.51505374303,-0.2559691144531745,0.4940302109904103,0.5059697890095897,0.72,1,0.3029083860223702
1771-030-012-C7,75.1937,2485200.0,591528.2121,42658.9313681,1282,True,2,CD4+ T cell,030-012,0.346507430926,-2.08696641846,0.022240052661864337,0.4562701945541543,0.5437298054458457,0.72,1,0.3789927726865982
1771-030-012-C8,74.1867,1992096.0,763199.557588,99590.94875920001,825,True,2,CD4+ T cell,030-012,1.22010111156,-0.0668265233255,-0.8254837829100653,0.5012314685811688,0.4987685314188311,0.72,1,0.1471580392773029
1771-030-012-C9,71.2638,2239455.0,707138.306912,52063.0311109,966,True,2,CD4+ T cell,030-012,0.777103580723,-1.8827724323800001,-0.10787205795033193,0.4766024758693328,0.5233975241306673,0.72,1,0.3434098325693744
1771-030-012-D10,69.2385,2228965.0,848999.17026,74073.4992871,675,True,2,CD4+ T cell,030-012,1.52067043693,-0.00783417759198,-0.8197034660753112,0.4996411062697718,0.5003588937302283,0.72,1,0.14873883499894539
1771-030-012-D11,71.5542,989391.0,756688.4244,55109.6724895,804,True,2,CD4+ T cell,030-012,1.2166799640200001,-1.4701619811000002,-0.2804234899504257,0.4943465331122841,0.5056534668877161,0.72,1,0.2962206259450909
1771-030-012-D4,69.9418,1750396.0,763901.134342,51175.5593827,833,True,2,CD4+ T cell,030-012,1.12034980468,-1.49064470465,-0.2545069360008561,0.4958925008080346,0.5041074991919654,0.72,1,0.3033082612381725
1771-030-012-D5,69.4197,1501304.0,770371.819101,17207.390782,812,True,2,CD4+ T cell,030-012,1.13718879078,-1.63626707368,-0.23098499143069925,0.4878382203976242,0.5121617796023756,0.72,1,0.3097410209647071
1771-030-012-D6,72.741,2192056.0,429195.26382,12346.6568867,1349,True,2,CD4+ T cell,030-012,0.227023316012,-2.35866721026,0.06523460691199619,0.4091977468329303,0.5908022531670698,0.72,1,0.3907508837651973
1771-030-012-D7,61.6079,1026298.0,723801.7934590002,34642.9459225,796,True,2,CD4+ T cell,030-012,1.31014627809,-0.925712044227,-0.4413941486435792,0.5021038402740321,0.4978961597259679,0.72,1,0.25219851853357955
1771-030-012-D9,72.5508,2331902.0,696576.5088399999,3193.06538213,988,True,2,CD4+ T cell,030-012,0.668195319268,-2.03988832635,-0.06359227458671371,0.4603147254100487,0.5396852745899513,0.72,1,0.35551942692164357
1771-030-012-E10,69.4375,2554624.0,685822.27099,21972.7032082,1110,True,2,CD4+ T cell,030-012,0.679298190117,-1.71641963634,-0.10260354943335123,0.4967651316914136,0.5032348683085864,0.72,1,0.3448506594238827
1771-030-012-E11,68.6843,2345988.0,603850.526033,38830.875607199996,1215,True,2,CD4+ T cell,030-012,0.577062579419,-2.0578545961400003,-0.03929753477919549,0.45892810511205606,0.5410718948879439,0.72,1,0.36216352997759244
1771-030-012-E2,71.0213,1352920.0,738005.27022,80675.81458630001,843,True,2,CD4+ T cell,030-012,1.1419200294399998,-1.48697019139,-0.2602238641410837,0.4954661185839488,0.5045338814160512,0.72,1,0.30174480099829903
1771-030-012-E3,69.5736,1774938.0,912194.2025,211591.93876199998,741,True,2,CD4+ T cell,030-012,1.7079755427399999,-0.741652479603,-0.5530053283990383,0.5007114774394829,0.4992885225605172,0.72,1,0.22167519593920348
1771-030-012-E6,73.2606,1413196.0,820515.19517,25382.420619099998,679,True,2,CD4+ T cell,030-012,1.39187368966,-0.552984888944,-0.5875864341760852,0.5003680110598439,0.4996319889401562,0.72,1,0.21221798699637429
1771-030-012-E7,69.9717,1997047.0,741438.34125,22335.5696388,885,True,2,CD4+ T cell,030-012,1.0849712833,-1.60847648925,-0.22404248003196955,0.4907229937097573,0.5092770062902428,0.72,1,0.31163965258479076
1771-030-012-E8,51.8282,209166.0,873683.15184,61216.9097615,750,True,2,CD4+ T cell,030-012,1.65005560117,-0.8273753487019999,-0.5212461453717518,0.5005020237040195,0.4994979762959805,0.72,1,0.23036066804871483
1771-030-012-E9,70.7552,2357001.0,802499.0377600002,48296.2708648,748,True,2,CD4+ T cell,030-012,1.4906876002200002,-0.19694968022599998,-0.7399758200174568,0.499883748395536,0.5001162516044639,0.72,1,0.17054267817707552
1771-030-012-F1,70.9621,1651905.0,768579.438621,57246.44720340001,724,True,2,CD4+ T cell,030-012,1.3628027684900001,-0.33844641957500005,-0.6770848438302182,0.4998848804147281,0.500115119585272,0.72,1,0.18774204439329378
1771-030-012-F11,70.7368,2769569.0,645359.5947199999,51219.8802383,1127,True,2,CD4+ T cell,030-012,0.6607857278029999,-1.8123357497099999,-0.08570224495887778,0.4874535037895708,0.5125464962104292,0.72,1,0.3494728125976994
1771-030-012-F12,75.432,1765550.0,883350.209844,10891.996400299999,612,True,2,CD4+ T cell,030-012,1.39714537849,-1.38754011602,-0.33504606432623024,0.4941141379980374,0.5058858620019625,0.72,1,0.28128249463726884
1771-030-012-F2,65.7487,1243189.0,789288.71733,958.6249004839999,647,True,2,CD4+ T cell,030-012,1.3930738567899998,-1.5158910505599998,-0.3074263139382237,0.4894597587131802,0.5105402412868199,0.72,1,0.2888359185229082
1771-030-012-F5,78.4887,2584845.0,701038.6451229999,210153.75298699999,815,True,2,CD4+ T cell,030-012,0.879541528197,-1.69307299266,-0.15955792353318102,0.4911610339780153,0.5088389660219848,0.72,1,0.3292748296761925
1771-030-012-F6,76.3353,3316851.0,390623.712904,38358.969417500004,1960,True,2,CD4+ T cell,030-012,-0.54284812892,-2.1397038556,0.2601467612333239,0.4194287592290471,0.580571240770953,0.72,1,0.4440552801253988
1771-030-012-F9,68.8644,2585339.0,820587.942413,31786.8943962,783,True,2,CD4+ T cell,030-012,1.3679291102200002,-0.169008166283,-0.7565786759237021,0.500086455972824,0.499913544027176,0.72,1,0.16600214444268965
1771-030-012-G1,74.0151,3370301.0,441168.34951800003,36036.63704719998,1571,True,2,CD4+ T cell,030-012,-0.136289859715,-1.9405672325799999,0.15183059057449033,0.4828790442934168,0.5171209557065832,0.72,1,0.4144330735825515
1771-030-012-G10,71.9739,2832727.0,725752.1052270002,39487.454203199995,1023,True,2,CD4+ T cell,030-012,0.671029602549,-1.74863513906,-0.09618347026420752,0.4938585965657456,0.5061414034342545,0.72,1,0.3466064167592192
1771-030-012-G11,74.6566,3633342.0,318781.770921,62680.985662,2208,True,2,CD4+ T cell,030-012,-0.894261109434,-2.29720470219,0.3372554158859876,0.35317165968517605,0.6468283403148241,0.72,1,0.46514288394733105
1771-030-012-G12,70.2327,2330688.0,752817.37442,30728.954311299996,956,True,2,CD4+ T cell,030-012,1.02413295957,-1.5455491545700002,-0.22085615281309,0.4960982942041183,0.5039017057958817,0.72,1,0.3125110464165395
1771-030-012-G2,67.5343,3217955.0,834207.838534,125766.33759400001,1140,True,2,CD4+ T cell,030-012,0.906263072774,-1.7226144774599998,-0.16191047080690252,0.4879466748169906,0.5120533251830094,0.72,1,0.3286314572155514
1771-030-012-G4,76.4862,4690098.0,317081.06703000003,69654.4482291,2431,True,2,CD4+ T cell,030-012,-1.09230227567,-2.04392715644,0.4042097843994333,0.3869392527608143,0.6130607472391857,0.72,1,0.48345350295267026
1771-030-012-G5,71.0729,2360344.0,825572.1190109998,39313.9635355,772,True,2,CD4+ T cell,030-012,1.26579042646,-0.753699502623,-0.4933159542426837,0.5018320798683835,0.4981679201316164,0.72,1,0.23799899098216118
1771-030-012-G7,68.896,2692944.0,871678.443157,33300.0825996,690,True,2,CD4+ T cell,030-012,1.40558861093,-0.566644622898,-0.5835343336033791,0.5004209568693591,0.499579043130641,0.72,1,0.21332615172715266
1771-030-012-G9,70.0835,3898509.0,515175.60929799994,52342.9095522,1762,True,2,CD4+ T cell,030-012,-0.280323361921,-1.9958432276499998,0.19301145949198567,0.4672441333561157,0.5327558666438844,0.72,1,0.42569517966761816
1771-030-012-H1,71.2626,2738469.0,702924.5669890001,41423.0103926,1044,True,2,CD4+ T cell,030-012,0.7578656734379999,-1.8544359341099999,-0.10639262879969287,0.4800459999486318,0.5199540000513682,0.72,1,0.3438144254902576
1771-030-012-H2,69.2329,3063391.0,743500.74677,25307.8413105,988,True,2,CD4+ T cell,030-012,0.935222590945,-1.9292863285799997,-0.14034536675964482,0.4689363346492196,0.5310636653507803,0.72,1,0.3345290619990322
1771-030-012-H5,64.7783,1676811.0,461714.159708,21796.8921442,1895,True,2,CD4+ T cell,030-012,-0.41724454482600004,-1.6045368555300001,0.2463687784603104,0.5558630946708271,0.44413690532917305,0.72,1,0.44028729009248385
1771-030-012-H8,71.9783,2620915.0,700846.909545,19091.049963900005,1076,True,2,CD4+ T cell,030-012,0.5308764320139999,-1.94957940538,-0.03688406451018995,0.47423822979018504,0.525761770209815,0.72,1,0.36282356360284573
1771-030-012-H9,64.679,2465315.0,836304.8627739998,77901.4344335,704,True,2,CD4+ T cell,030-012,1.3676928804600001,-0.8996470667569999,-0.4597403877146871,0.5015004412930582,0.4984995587069418,0.72,1,0.24718120597772347
